imd_archive_utc,shram_archive_utc,bulletin_date,target_date,fc_day,met,imd_def,imd_code,imd_min_tier,shram_def,shram_min_zone,a_both_alert,b_imd_only,c_shram_only,d_both_none,n,kappa
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,5,Heat Wave Alert+,9,3,Z>=5,5,86,0,485,37,608,0.02112573196478601
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,5,Heat Wave Alert+,9,3,Z>=6,6,0,86,0,522,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,5,Heat Wave Warning,9,4,Z>=4,4,0,0,607,1,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,5,Heat Wave Warning,9,4,Z>=5,5,0,0,571,37,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,5,Heat Wave Warning,9,4,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,5,Hot Day Watch+,10,2,Z>=4,4,0,0,607,1,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,5,Hot Day Watch+,10,2,Z>=5,5,0,0,571,37,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,5,Hot Day Watch+,10,2,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,5,Hot Day Alert+,10,3,Z>=4,4,0,0,607,1,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,5,Hot Day Alert+,10,3,Z>=5,5,0,0,571,37,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,5,Hot Day Alert+,10,3,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,5,Hot Day Warning,10,4,Z>=4,4,0,0,607,1,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,5,Hot Day Warning,10,4,Z>=5,5,0,0,571,37,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,5,Hot Day Warning,10,4,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,5,Warm Night Watch+,11,2,Z>=4,4,0,0,607,1,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,5,Warm Night Watch+,11,2,Z>=5,5,0,0,571,37,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,5,Warm Night Watch+,11,2,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,5,Warm Night Alert+,11,3,Z>=4,4,0,0,607,1,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,5,Warm Night Alert+,11,3,Z>=5,5,0,0,571,37,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,5,Warm Night Alert+,11,3,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,5,Warm Night Warning,11,4,Z>=4,4,0,0,607,1,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,5,Warm Night Warning,11,4,Z>=5,5,0,0,571,37,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,5,Warm Night Warning,11,4,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Heat Wave Watch+,9,2,Z>=4,4,92,0,516,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Heat Wave Watch+,9,2,Z>=5,5,92,0,499,17,608,0.010204880595067186
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Heat Wave Watch+,9,2,Z>=6,6,0,92,0,516,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Heat Wave Alert+,9,3,Z>=4,4,86,0,522,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Heat Wave Alert+,9,3,Z>=5,5,86,0,505,17,608,0.009433353550734935
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Heat Wave Alert+,9,3,Z>=6,6,0,86,0,522,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Heat Wave Warning,9,4,Z>=4,4,0,0,608,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Heat Wave Warning,9,4,Z>=5,5,0,0,591,17,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Heat Wave Warning,9,4,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Hot Day Watch+,10,2,Z>=4,4,0,0,608,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Hot Day Watch+,10,2,Z>=5,5,0,0,591,17,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Hot Day Watch+,10,2,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Hot Day Alert+,10,3,Z>=4,4,0,0,608,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Hot Day Alert+,10,3,Z>=5,5,0,0,591,17,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Hot Day Alert+,10,3,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Hot Day Warning,10,4,Z>=4,4,0,0,608,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Hot Day Warning,10,4,Z>=5,5,0,0,591,17,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Hot Day Warning,10,4,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Warm Night Watch+,11,2,Z>=4,4,0,0,608,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Warm Night Watch+,11,2,Z>=5,5,0,0,591,17,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Warm Night Watch+,11,2,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Warm Night Alert+,11,3,Z>=4,4,0,0,608,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Warm Night Alert+,11,3,Z>=5,5,0,0,591,17,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Warm Night Alert+,11,3,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Warm Night Warning,11,4,Z>=4,4,0,0,608,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Warm Night Warning,11,4,Z>=5,5,0,0,591,17,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-15,3,6,Warm Night Warning,11,4,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Heat Wave Watch+,9,2,Z>=4,4,109,0,494,5,608,0.003615952654241953
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Heat Wave Watch+,9,2,Z>=5,5,38,71,288,211,608,-0.1285339068930573
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Heat Wave Watch+,9,2,Z>=6,6,0,109,0,499,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Heat Wave Alert+,9,3,Z>=4,4,106,0,497,5,608,0.0034956271682781846
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Heat Wave Alert+,9,3,Z>=5,5,37,69,289,213,608,-0.12462282478402854
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Heat Wave Alert+,9,3,Z>=6,6,0,106,0,502,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Heat Wave Warning,9,4,Z>=4,4,0,0,603,5,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Heat Wave Warning,9,4,Z>=5,5,0,0,326,282,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Heat Wave Warning,9,4,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Hot Day Watch+,10,2,Z>=4,4,0,0,603,5,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Hot Day Watch+,10,2,Z>=5,5,0,0,326,282,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Hot Day Watch+,10,2,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Hot Day Alert+,10,3,Z>=4,4,0,0,603,5,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Hot Day Alert+,10,3,Z>=5,5,0,0,326,282,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Hot Day Alert+,10,3,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Hot Day Warning,10,4,Z>=4,4,0,0,603,5,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Hot Day Warning,10,4,Z>=5,5,0,0,326,282,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Hot Day Warning,10,4,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Warm Night Watch+,11,2,Z>=4,4,0,0,603,5,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Warm Night Watch+,11,2,Z>=5,5,0,0,326,282,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Warm Night Watch+,11,2,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Warm Night Alert+,11,3,Z>=4,4,0,0,603,5,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Warm Night Alert+,11,3,Z>=5,5,0,0,326,282,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Warm Night Alert+,11,3,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Warm Night Warning,11,4,Z>=4,4,0,0,603,5,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Warm Night Warning,11,4,Z>=5,5,0,0,326,282,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,3,Warm Night Warning,11,4,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Heat Wave Watch+,9,2,Z>=4,4,109,0,497,2,608,0.0014407888649491864
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Heat Wave Watch+,9,2,Z>=5,5,106,3,429,70,608,0.04461629116622172
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Heat Wave Watch+,9,2,Z>=6,6,0,109,0,499,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Heat Wave Alert+,9,3,Z>=4,4,106,0,500,2,608,0.0013927942606364653
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Heat Wave Alert+,9,3,Z>=5,5,103,3,432,70,608,0.04280730199632293
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Heat Wave Alert+,9,3,Z>=6,6,0,106,0,502,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Heat Wave Warning,9,4,Z>=4,4,0,0,606,2,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Heat Wave Warning,9,4,Z>=5,5,0,0,535,73,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Heat Wave Warning,9,4,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Hot Day Watch+,10,2,Z>=4,4,0,0,606,2,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Hot Day Watch+,10,2,Z>=5,5,0,0,535,73,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Hot Day Watch+,10,2,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Hot Day Alert+,10,3,Z>=4,4,0,0,606,2,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Hot Day Alert+,10,3,Z>=5,5,0,0,535,73,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Hot Day Alert+,10,3,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Hot Day Warning,10,4,Z>=4,4,0,0,606,2,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Hot Day Warning,10,4,Z>=5,5,0,0,535,73,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Hot Day Warning,10,4,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Warm Night Watch+,11,2,Z>=4,4,0,0,606,2,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Warm Night Watch+,11,2,Z>=5,5,0,0,535,73,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Warm Night Watch+,11,2,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Warm Night Alert+,11,3,Z>=4,4,0,0,606,2,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Warm Night Alert+,11,3,Z>=5,5,0,0,535,73,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Warm Night Alert+,11,3,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Warm Night Warning,11,4,Z>=4,4,0,0,606,2,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Warm Night Warning,11,4,Z>=5,5,0,0,535,73,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,4,Warm Night Warning,11,4,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Heat Wave Watch+,9,2,Z>=4,4,109,0,499,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Heat Wave Watch+,9,2,Z>=5,5,109,0,467,32,608,0.023979760202397976
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Heat Wave Watch+,9,2,Z>=6,6,0,109,0,499,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Heat Wave Alert+,9,3,Z>=4,4,106,0,502,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Heat Wave Alert+,9,3,Z>=5,5,106,0,470,32,608,0.023189674031940517
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Heat Wave Alert+,9,3,Z>=6,6,0,106,0,502,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Heat Wave Warning,9,4,Z>=4,4,0,0,608,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Heat Wave Warning,9,4,Z>=5,5,0,0,576,32,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Heat Wave Warning,9,4,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Hot Day Watch+,10,2,Z>=4,4,0,0,608,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Hot Day Watch+,10,2,Z>=5,5,0,0,576,32,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Hot Day Watch+,10,2,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Hot Day Alert+,10,3,Z>=4,4,0,0,608,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Hot Day Alert+,10,3,Z>=5,5,0,0,576,32,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Hot Day Alert+,10,3,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Hot Day Warning,10,4,Z>=4,4,0,0,608,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Hot Day Warning,10,4,Z>=5,5,0,0,576,32,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Hot Day Warning,10,4,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Warm Night Watch+,11,2,Z>=4,4,0,0,608,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Warm Night Watch+,11,2,Z>=5,5,0,0,576,32,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Warm Night Watch+,11,2,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Warm Night Alert+,11,3,Z>=4,4,0,0,608,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Warm Night Alert+,11,3,Z>=5,5,0,0,576,32,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Warm Night Alert+,11,3,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Warm Night Warning,11,4,Z>=4,4,0,0,608,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Warm Night Warning,11,4,Z>=5,5,0,0,576,32,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Warm Night Warning,11,4,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Heat Wave Watch+,9,2,Z>=4,4,109,0,499,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Heat Wave Watch+,9,2,Z>=5,5,109,0,482,17,608,0.01248812179456939
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Heat Wave Watch+,9,2,Z>=6,6,0,109,0,499,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Heat Wave Alert+,9,3,Z>=4,4,106,0,502,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Heat Wave Alert+,9,3,Z>=5,5,106,0,485,17,608,0.012074349043834866
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Heat Wave Alert+,9,3,Z>=6,6,0,106,0,502,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Heat Wave Warning,9,4,Z>=4,4,0,0,608,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Heat Wave Warning,9,4,Z>=5,5,0,0,591,17,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Heat Wave Warning,9,4,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Hot Day Watch+,10,2,Z>=4,4,0,0,608,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Hot Day Watch+,10,2,Z>=5,5,0,0,591,17,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Hot Day Watch+,10,2,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Hot Day Alert+,10,3,Z>=4,4,0,0,608,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Hot Day Alert+,10,3,Z>=5,5,0,0,591,17,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Hot Day Alert+,10,3,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Hot Day Warning,10,4,Z>=4,4,0,0,608,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Hot Day Warning,10,4,Z>=5,5,0,0,591,17,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Hot Day Warning,10,4,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Warm Night Watch+,11,2,Z>=4,4,0,0,608,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Warm Night Watch+,11,2,Z>=5,5,0,0,591,17,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Warm Night Watch+,11,2,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Warm Night Alert+,11,3,Z>=4,4,0,0,608,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Warm Night Alert+,11,3,Z>=5,5,0,0,591,17,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Warm Night Alert+,11,3,Z>=6,6,0,0,0,608,608,
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Warm Night Warning,11,4,Z>=4,4,0,0,608,0,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Warm Night Warning,11,4,Z>=5,5,0,0,591,17,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Warm Night Warning,11,4,Z>=6,6,0,0,0,608,608,
